Company,TypeName,Ram,OpSys,Weight,TouchScreen,IPS,PPI,CPU_name,SSD,HDD,Flash Storage,Gpu_Brand
lenovo,notebook,4,other,1.45,0,0,117.82653006268643,other intel processer,0,0,16,intel
hp,notebook,8,windows,1.95,0,0,157.3505121487356,intel core i5,256,0,0,intel
acer,notebook,4,windows,1.4,0,0,135.0942111925629,other intel processer,0,0,128,intel
hp,notebook,8,windows,1.48,0,0,157.3505121487356,intel core i7,256,0,0,intel
lenovo,notebook,4,windows,2.79,0,0,106.11306214269258,intel core i5,0,1024,0,nvidia
asus,notebook,8,windows,2.0,0,0,157.3505121487356,intel core i7,256,0,0,intel
hp,notebook,8,windows,2.1,0,1,100.45466986113651,intel core i7,0,1024,0,intel
acer,notebook,8,windows,2.2,0,0,100.45466986113651,amd processer,256,0,0,amd
lenovo,notebook,4,windows,1.44,0,0,111.93520355955211,other intel processer,0,0,32,intel
acer,notebook,6,windows,8.23,0,0,100.45466986113651,intel core i5,0,1024,0,intel
asus,ultrabook,8,windows,1.7,0,0,141.21199808219862,intel core i7,256,0,0,nvidia
hp,ultrabook,8,windows,1.26,0,0,176.23257360658386,intel core i7,256,0,0,intel
dell,notebook,32,windows,2.06,1,0,282.42399616439724,intel core i7,1024,0,0,nvidia
msi,gaming,8,windows,2.7,0,0,127.33567457123111,intel core i7,256,1024,0,nvidia
toshiba,notebook,8,windows,2.0,0,1,141.21199808219862,intel core i5,256,0,0,intel
asus,notebook,8,windows,2.0,0,0,157.3505121487356,intel core i7,256,1024,0,intel
lenovo,notebook,4,windows,1.85,0,0,141.21199808219862,intel core i3,0,1024,0,intel
asus,gaming,8,windows,2.5,0,0,141.21199808219862,intel core i7,256,0,0,nvidia
hp,notebook,8,windows,1.48,0,0,157.3505121487356,intel core i5,256,0,0,intel
hp,notebook,8,windows,1.84,0,0,141.21199808219862,intel core i5,256,0,0,intel
asus,notebook,4,other,2.0,0,0,100.45466986113651,other intel processer,0,1024,0,intel
dell,notebook,8,windows,2.0,0,0,141.21199808219862,intel core i5,256,0,0,nvidia
dell,notebook,4,other,2.2,0,0,100.45466986113651,other intel processer,0,500,0,intel
lenovo,notebook,12,windows,2.2,0,0,141.21199808219862,amd processer,0,2048,0,amd
hp,notebook,8,windows,2.1,0,1,141.21199808219862,intel core i3,0,1024,0,nvidia
lenovo,2 in 1 convertible,16,windows,1.4,1,1,316.96506044349616,intel core i7,512,0,0,intel
dell,ultrabook,8,windows,1.2,0,0,165.6321180513006,intel core i7,256,0,0,intel
lenovo,gaming,16,windows,2.4,0,1,141.21199808219862,intel core i7,256,2048,0,nvidia
hp,notebook,2,windows,1.44,0,0,111.93520355955211,other intel processer,0,0,32,intel
dell,ultrabook,16,windows,1.88,0,0,141.21199808219862,intel core i7,768,0,0,intel
asus,2 in 1 convertible,4,windows,1.5,1,0,135.0942111925629,other intel processer,0,0,32,intel
dell,ultrabook,8,windows,0.0002,0,0,141.21199808219862,intel core i5,0,1024,0,amd
hp,notebook,8,windows,1.84,0,0,141.21199808219862,intel core i7,256,0,0,intel
msi,gaming,8,windows,2.7,0,0,127.33567457123111,intel core i7,128,1024,0,nvidia
hp,workstation,8,windows,2.6,0,0,141.21199808219862,intel core i7,256,0,0,nvidia
toshiba,notebook,16,windows,2.4,0,1,141.21199808219862,intel core i7,512,0,0,nvidia
dell,notebook,8,windows,2.02,0,0,141.21199808219862,intel core i7,128,2048,0,amd
lenovo,notebook,4,other,2.2,0,0,100.45466986113651,other intel processer,0,1024,0,intel
dell,gaming,8,windows,2.65,0,0,141.21199808219862,intel core i5,0,1024,0,nvidia
dell,notebook,8,windows,2.36,1,0,100.45466986113651,intel core i5,0,2048,0,intel
dell,notebook,8,windows,1.36,0,0,157.3505121487356,intel core i5,256,0,0,intel
hp,notebook,4,windows,1.86,0,0,100.45466986113651,intel core i3,0,500,0,intel
asus,notebook,8,windows,2.0,0,0,157.3505121487356,intel core i5,256,0,0,intel
lenovo,notebook,6,windows,2.8,0,0,106.11306214269258,intel core i5,128,1024,0,nvidia
hp,notebook,8,windows,1.86,0,0,141.21199808219862,intel core i5,0,1024,0,intel
lenovo,notebook,8,other,2.2,0,0,100.45466986113651,intel core i3,256,0,0,nvidia
hp,notebook,8,windows,2.04,0,0,100.45466986113651,other intel processer,0,2048,0,intel
dell,notebook,8,windows,2.8,0,0,127.33567457123111,intel core i5,128,1024,0,amd
lenovo,gaming,8,other,2.4,0,1,141.21199808219862,intel core i5,128,1024,0,nvidia
dell,notebook,8,windows,2.33,0,0,141.21199808219862,intel core i7,256,0,0,amd
hp,ultrabook,8,windows,1.36,0,1,157.3505121487356,intel core i7,256,0,0,intel
asus,2 in 1 convertible,12,windows,2.26,1,0,141.21199808219862,intel core i7,512,2048,0,nvidia
acer,notebook,4,windows,2.1,0,0,100.45466986113651,amd processer,128,0,0,amd
asus,gaming,16,windows,3.25,0,1,127.33567457123111,amd processer,256,1024,0,amd
lenovo,notebook,4,windows,2.6,0,0,106.11306214269258,amd processer,128,0,0,amd
dell,2 in 1 convertible,8,windows,1.62,1,0,165.6321180513006,intel core i7,256,0,0,intel
hp,notebook,4,windows,1.91,0,0,141.21199808219862,amd processer,256,0,0,amd
lenovo,netbook,4,windows,1.59,0,1,135.0942111925629,other intel processer,128,0,0,intel
dell,notebook,4,windows,1.8,0,0,100.45466986113651,other intel processer,0,500,0,intel
asus,notebook,4,windows,1.5,0,0,111.93520355955211,other intel processer,0,0,32,intel
acer,notebook,8,other,2.4,0,0,141.21199808219862,intel core i7,0,1024,0,nvidia
hp,gaming,8,windows,3.35,0,1,127.33567457123111,intel core i7,128,1024,0,nvidia
lenovo,notebook,4,other,1.85,0,0,141.21199808219862,intel core i3,128,0,0,intel
asus,gaming,8,windows,2.3,0,1,141.21199808219862,intel core i7,128,1024,0,nvidia
lenovo,notebook,8,windows,1.5,0,1,157.3505121487356,intel core i5,256,0,0,nvidia
asus,ultrabook,16,windows,1.1,1,0,165.6321180513006,intel core i7,512,0,0,intel
lenovo,ultrabook,8,windows,1.13,0,1,209.8006828649808,intel core i7,512,0,0,intel
lenovo,notebook,4,windows,1.5,0,1,165.6321180513006,intel core i3,128,0,0,intel
dell,workstation,8,windows,2.23,0,0,141.21199808219862,intel core i5,0,500,0,amd
dell,workstation,8,windows,2.0,0,1,141.21199808219862,intel core i7,256,0,0,nvidia
lenovo,2 in 1 convertible,16,windows,1.42,1,0,209.8006828649808,intel core i7,512,0,0,intel
asus,gaming,8,windows,3.0,0,0,127.33567457123111,intel core i7,0,1024,0,nvidia
asus,gaming,16,windows,3.0,0,0,127.33567457123111,intel core i7,256,1024,0,nvidia
acer,notebook,12,windows,2.2,0,1,100.45466986113651,intel core i5,0,1024,0,nvidia
msi,gaming,8,windows,2.7,0,0,127.33567457123111,intel core i7,256,0,0,nvidia
dell,notebook,8,other,2.33,0,0,141.21199808219862,intel core i7,256,0,0,amd
hp,ultrabook,4,windows,1.91,0,0,141.21199808219862,amd processer,256,0,0,amd
lenovo,notebook,8,windows,2.1,0,1,141.21199808219862,intel core i7,256,0,0,amd
lenovo,notebook,8,windows,1.9,0,1,157.3505121487356,intel core i5,256,0,0,intel
dell,workstation,8,windows,1.78,1,0,282.42399616439724,intel core i7,256,0,0,nvidia
lenovo,ultrabook,16,windows,1.13,0,1,209.8006828649808,intel core i7,1024,0,0,intel
lenovo,notebook,4,windows,2.2,0,0,100.45466986113651,other intel processer,0,1024,0,intel
asus,gaming,16,windows,2.9,0,0,127.33567457123111,intel core i7,256,1024,0,nvidia
lenovo,notebook,8,windows,2.1,0,1,86.05106133133977,intel core i5,256,1024,0,amd
acer,notebook,8,other,2.5,0,0,141.21199808219862,intel core i7,256,0,0,nvidia
msi,gaming,16,windows,2.8,0,0,127.33567457123111,intel core i7,256,1024,0,nvidia
asus,ultrabook,8,windows,1.1,0,0,157.3505121487356,intel core i7,512,0,0,intel
toshiba,ultrabook,16,windows,1.2,0,0,165.6321180513006,intel core i7,512,0,0,intel
dell,ultrabook,8,windows,1.36,0,0,157.3505121487356,intel core i7,512,0,0,intel
lenovo,notebook,4,windows,2.2,0,0,61.879414889952194,intel core i3,0,500,0,intel
lenovo,notebook,2,windows,1.15,0,0,135.0942111925629,other intel processer,0,0,32,intel
lenovo,workstation,8,windows,2.67,0,0,141.21199808219862,intel core i7,512,0,0,nvidia
lenovo,ultrabook,8,windows,1.7,0,1,209.8006828649808,intel core i7,512,0,0,nvidia
hp,notebook,4,windows,2.1,0,0,141.21199808219862,intel core i3,0,1024,0,amd
acer,2 in 1 convertible,8,windows,1.6,1,1,165.6321180513006,intel core i7,256,0,0,intel
asus,2 in 1 convertible,8,windows,1.27,1,1,165.6321180513006,intel core i5,256,0,0,intel
dell,notebook,4,other,2.3,0,0,141.21199808219862,intel core i5,256,0,0,amd
dell,notebook,4,windows,1.65,0,0,117.82653006268643,intel core i3,128,0,0,intel
hp,ultrabook,8,windows,1.43,0,0,157.3505121487356,intel core i7,256,0,0,intel
dell,notebook,8,windows,2.14,0,0,100.45466986113651,intel core i5,0,1024,0,intel
lenovo,ultrabook,8,windows,1.75,0,1,157.3505121487356,intel core i7,256,0,0,amd
lenovo,2 in 1 convertible,16,windows,2.0,1,1,282.42399616439724,intel core i7,512,0,0,nvidia
chuwi,notebook,6,windows,1.4,0,1,267.3384360344031,other intel processer,0,0,64,intel
hp,notebook,8,windows,2.31,0,0,141.21199808219862,intel core i7,256,0,0,intel
asus,notebook,8,other,2.3,0,0,61.879414889952194,intel core i3,0,1024,0,nvidia
dell,gaming,16,windows,4.42,0,1,107.59009377691324,intel core i7,256,1024,0,nvidia
dell,gaming,8,windows,2.62,0,1,141.21199808219862,intel core i7,128,1024,0,nvidia
dell,notebook,8,windows,2.02,0,0,141.21199808219862,intel core i7,256,2048,0,amd
dell,ultrabook,8,other,1.6,0,0,157.3505121487356,intel core i7,256,0,0,intel
hp,gaming,12,windows,3.35,0,0,127.33567457123111,intel core i7,256,1024,0,nvidia
mediacom,2 in 1 convertible,4,windows,1.16,1,1,189.90579052433606,other intel processer,32,0,0,intel
samsung,netbook,4,other,1.15,0,0,135.0942111925629,other intel processer,0,0,16,intel
lenovo,notebook,8,windows,1.4,0,1,165.6321180513006,intel core i7,256,0,0,intel
lenovo,notebook,4,windows,1.7,0,1,157.3505121487356,intel core i3,128,0,0,intel
lenovo,workstation,16,windows,2.3,0,1,282.42399616439724,intel core i7,512,0,0,nvidia
lenovo,notebook,16,windows,2.5,0,0,141.21199808219862,intel core i7,512,0,0,nvidia
asus,gaming,8,windows,3.2,0,0,127.33567457123111,amd processer,256,1024,0,amd
hp,notebook,4,windows,2.1,0,0,100.45466986113651,other intel processer,0,500,0,intel
google,ultrabook,16,other,1.1,1,0,234.50740003017813,intel core i7,512,0,0,intel
lenovo,ultrabook,24,windows,1.32,0,0,122.3837316712388,intel core i7,512,0,0,intel
asus,notebook,4,other,2.0,0,0,141.21199808219862,intel core i5,256,0,0,intel
lenovo,notebook,8,windows,2.8,0,0,106.11306214269258,amd processer,0,1024,0,amd
dell,notebook,4,windows,2.2,0,0,141.21199808219862,intel core i5,256,0,0,amd
lenovo,ultrabook,8,windows,1.36,0,1,176.23257360658386,intel core i5,256,0,0,intel
lenovo,notebook,4,windows,2.2,0,0,141.21199808219862,other intel processer,128,0,0,intel
hp,gaming,8,windows,2.2,0,1,141.21199808219862,intel core i7,128,1024,0,nvidia
dell,notebook,8,windows,1.64,0,0,157.3505121487356,intel core i5,256,0,0,nvidia
acer,notebook,4,other,2.4,0,0,100.45466986113651,intel core i5,0,500,0,intel
dell,workstation,8,windows,2.23,0,0,141.21199808219862,other intel processer,0,1024,64,nvidia
msi,gaming,8,windows,2.2,0,0,141.21199808219862,intel core i5,256,0,0,nvidia
microsoft,ultrabook,16,windows,1.25,1,0,200.84255993695703,intel core i7,512,0,0,intel
hp,notebook,8,windows,1.91,0,0,100.45466986113651,intel core i5,128,0,0,intel
dell,workstation,16,windows,2.17,0,1,141.21199808219862,intel core i7,256,0,0,nvidia
hp,workstation,8,windows,2.31,0,1,141.21199808219862,intel core i7,512,0,0,intel
lenovo,notebook,8,windows,1.65,0,0,157.3505121487356,intel core i5,256,0,0,intel
dell,notebook,8,windows,2.36,0,0,141.21199808219862,intel core i7,128,1024,0,amd
dell,2 in 1 convertible,4,windows,1.47,1,0,135.0942111925629,other intel processer,0,500,0,intel
dell,notebook,8,windows,4.42,0,1,127.33567457123111,intel core i7,0,1024,0,nvidia
microsoft,ultrabook,4,windows,1.252,1,0,200.84255993695703,other intel processer,128,0,0,intel
microsoft,ultrabook,8,windows,1.25,1,0,80.93655400444537,intel core i7,256,0,0,intel
hp,notebook,8,windows,2.5,0,0,106.11306214269258,intel core i3,256,0,0,intel
acer,notebook,4,windows,2.23,0,0,141.21199808219862,intel core i3,0,1024,0,nvidia
acer,netbook,4,windows,1.4,0,0,135.0942111925629,other intel processer,128,0,0,intel
asus,notebook,8,windows,2.37,0,0,141.21199808219862,intel core i5,0,1024,0,intel
lenovo,notebook,8,other,1.5,0,1,157.3505121487356,intel core i7,512,0,0,amd
lenovo,notebook,8,windows,2.67,0,0,141.21199808219862,intel core i7,256,0,0,nvidia
asus,notebook,4,windows,2.0,0,0,100.45466986113651,other intel processer,0,500,0,intel
acer,notebook,4,windows,2.2,0,0,100.45466986113651,intel core i3,0,500,0,nvidia
dell,notebook,8,windows,2.02,0,0,141.21199808219862,intel core i5,0,2048,0,amd
hp,gaming,12,windows,3.78,0,1,127.33567457123111,intel core i7,0,1024,0,nvidia
lenovo,ultrabook,12,windows,1.4,0,1,209.8006828649808,intel core i7,256,0,0,intel
hp,2 in 1 convertible,8,windows,1.29,1,1,331.2642361026012,intel core i7,512,0,0,intel
hp,notebook,8,windows,1.9,0,0,141.21199808219862,intel core i5,0,500,0,amd
google,ultrabook,8,other,1.1,1,0,234.50740003017813,intel core i5,128,0,0,intel
dell,ultrabook,8,windows,1.42,1,0,165.6321180513006,intel core i5,256,0,0,intel
asus,notebook,12,windows,2.06,0,1,282.42399616439724,intel core i7,128,1024,0,intel
dell,notebook,8,windows,1.79,0,0,111.93520355955211,intel core i3,128,0,0,intel
lenovo,notebook,8,windows,1.7,0,0,157.3505121487356,intel core i5,180,0,0,intel
toshiba,notebook,8,windows,1.05,0,1,165.6321180513006,intel core i5,256,0,0,intel
dell,notebook,8,windows,2.16,0,1,141.21199808219862,intel core i7,512,0,0,nvidia
dell,notebook,4,windows,2.18,0,0,100.45466986113651,intel core i3,0,1024,0,intel
hp,notebook,4,windows,1.49,0,1,165.6321180513006,intel core i5,128,0,0,intel
chuwi,notebook,4,windows,1.89,0,0,141.21199808219862,other intel processer,0,0,64,intel
lenovo,notebook,4,windows,2.3,0,0,100.45466986113651,intel core i3,128,0,0,intel
lenovo,notebook,8,windows,1.75,0,1,157.3505121487356,intel core i5,256,0,0,intel
dell,workstation,16,windows,2.17,0,1,141.21199808219862,intel core i7,512,0,0,nvidia
dell,notebook,16,windows,2.06,0,0,141.21199808219862,intel core i7,512,0,0,nvidia
lenovo,ultrabook,16,windows,1.36,0,1,176.23257360658386,intel core i7,512,0,0,intel
asus,ultrabook,16,windows,0.91,0,0,176.23257360658386,intel core i7,512,0,0,intel
lenovo,notebook,8,windows,2.3,0,1,141.21199808219862,intel core i5,256,0,0,nvidia
toshiba,ultrabook,32,windows,1.05,1,0,165.6321180513006,intel core i7,512,0,0,intel
asus,gaming,8,windows,1.99,0,0,141.21199808219862,intel core i7,128,1024,0,nvidia
acer,notebook,8,windows,2.2,0,0,100.45466986113651,amd processer,0,1024,0,amd
asus,gaming,24,windows,4.33,1,1,127.33567457123111,intel core i7,256,1024,0,nvidia
lenovo,ultrabook,8,windows,1.3,0,1,125.36742798669837,intel core i5,180,0,0,intel
lenovo,notebook,8,windows,2.17,0,0,141.21199808219862,intel core i7,256,0,0,intel
hp,notebook,8,windows,1.48,0,0,157.3505121487356,intel core i7,1024,0,0,intel
lenovo,notebook,8,windows,1.4,0,1,165.6321180513006,intel core i3,256,0,0,intel
lenovo,notebook,8,windows,2.3,0,1,141.21199808219862,intel core i5,256,0,0,intel
asus,netbook,4,windows,1.2,0,0,135.0942111925629,other intel processer,0,0,64,intel
hp,notebook,8,windows,1.91,0,0,100.45466986113651,intel core i5,256,0,0,amd
lenovo,2 in 1 convertible,8,windows,1.4,1,1,158.48253022174808,intel core i5,256,0,0,intel
lenovo,notebook,4,windows,2.1,0,0,111.93520355955211,other intel processer,0,500,0,intel
lenovo,netbook,4,other,1.25,0,0,135.0942111925629,other intel processer,16,0,0,intel
lenovo,notebook,8,windows,1.44,0,0,165.6321180513006,intel core i5,256,0,0,intel
asus,notebook,8,windows,2.0,0,0,141.21199808219862,intel core i7,256,1024,0,intel
acer,notebook,4,windows,2.2,0,1,141.21199808219862,intel core i5,0,1024,0,nvidia
hp,ultrabook,8,windows,1.34,0,1,165.6321180513006,intel core i7,512,0,0,intel
lenovo,gaming,8,other,2.4,0,1,141.21199808219862,intel core i7,256,1024,0,nvidia
dell,ultrabook,8,windows,1.29,1,1,165.6321180513006,intel core i5,128,0,0,intel
acer,notebook,4,windows,2.2,0,0,141.21199808219862,intel core i7,0,500,0,nvidia
dell,notebook,8,windows,2.18,0,0,141.21199808219862,intel core i5,0,1024,0,intel
dell,notebook,16,windows,2.2,0,0,141.21199808219862,intel core i7,256,2048,0,amd
xiaomi,notebook,16,other,1.95,0,1,141.21199808219862,intel core i7,256,0,0,nvidia
asus,netbook,2,windows,1.1,0,0,135.0942111925629,other intel processer,0,0,32,intel
hp,notebook,4,windows,2.04,1,0,100.45466986113651,intel core i5,0,1024,0,intel
asus,gaming,24,windows,2.24,0,0,141.21199808219862,intel core i7,512,0,0,nvidia
hp,notebook,8,windows,2.04,0,0,141.21199808219862,intel core i5,256,0,0,nvidia
asus,gaming,16,windows,3.0,0,0,127.33567457123111,intel core i7,256,1024,0,nvidia
lenovo,gaming,8,windows,3.2,0,1,141.21199808219862,intel core i7,256,1024,0,nvidia
hp,ultrabook,8,windows,1.32,0,1,165.6321180513006,intel core i7,256,0,0,intel
dell,notebook,8,windows,1.64,0,0,157.3505121487356,intel core i5,256,0,0,intel
hp,notebook,4,windows,1.63,0,0,100.45466986113651,intel core i3,128,0,0,intel
dell,notebook,8,other,2.8,0,1,127.33567457123111,intel core i5,128,1024,0,amd
lenovo,notebook,8,windows,2.02,0,0,91.7877987534291,intel core i5,256,0,0,intel
lenovo,notebook,4,windows,2.2,0,0,141.21199808219862,intel core i7,0,1024,0,nvidia
lenovo,notebook,8,other,2.2,0,0,100.45466986113651,intel core i3,0,2048,0,nvidia
dell,notebook,4,windows,2.3,0,0,141.21199808219862,intel core i5,0,500,0,amd
dell,notebook,8,windows,1.9,0,0,141.21199808219862,intel core i5,256,0,0,intel
dell,gaming,16,windows,4.42,0,1,127.33567457123111,intel core i7,128,1024,0,nvidia
toshiba,notebook,8,windows,2.0,0,1,141.21199808219862,intel core i5,0,500,0,intel
asus,notebook,8,windows,2.0,0,1,282.42399616439724,intel core i7,256,1024,0,nvidia
mediacom,notebook,4,windows,1.2,0,1,165.6321180513006,other intel processer,32,0,0,intel
asus,gaming,8,windows,2.3,0,1,141.21199808219862,intel core i5,128,1024,0,nvidia
dell,notebook,8,windows,1.93,0,0,141.21199808219862,intel core i7,256,0,0,nvidia
dell,notebook,8,windows,2.2,0,0,141.21199808219862,intel core i5,256,0,0,amd
hp,notebook,4,windows,1.86,0,0,141.21199808219862,other intel processer,256,0,0,intel
hp,gaming,12,windows,2.62,0,0,127.33567457123111,intel core i7,0,1024,0,nvidia
lenovo,notebook,8,windows,1.87,0,1,157.3505121487356,intel core i7,256,0,0,nvidia
dell,ultrabook,8,windows,1.2,1,0,276.053530085501,intel core i7,256,0,0,intel
dell,notebook,4,windows,1.6,0,0,157.3505121487356,intel core i3,128,0,0,intel
hp,ultrabook,8,windows,1.34,0,1,276.053530085501,intel core i7,256,0,0,intel
acer,gaming,8,other,2.4,0,0,141.21199808219862,intel core i5,0,1024,0,nvidia
asus,notebook,4,windows,2.0,0,0,100.45466986113651,amd processer,0,500,0,amd
hp,notebook,4,windows,2.1,0,0,141.21199808219862,intel core i3,128,0,0,intel
lenovo,notebook,4,windows,1.87,0,0,157.3505121487356,intel core i5,0,500,0,intel
lenovo,notebook,4,other,2.15,0,0,141.21199808219862,intel core i5,0,1024,0,intel
hp,notebook,4,windows,1.86,0,0,141.21199808219862,intel core i3,0,500,0,intel
lenovo,notebook,8,windows,1.99,0,1,141.21199808219862,intel core i7,512,0,0,intel
lenovo,notebook,4,windows,2.2,0,0,141.21199808219862,intel core i3,128,0,0,intel
dell,notebook,8,windows,1.9,0,0,141.21199808219862,intel core i5,256,0,0,intel
dell,gaming,16,windows,4.42,0,1,127.33567457123111,intel core i7,256,1024,0,nvidia
hp,notebook,8,windows,2.65,0,0,106.11306214269258,intel core i3,0,1024,0,intel
hp,notebook,8,windows,2.63,0,0,127.33567457123111,intel core i7,0,1024,0,nvidia
asus,notebook,4,other,2.0,0,0,100.45466986113651,other intel processer,0,500,0,intel
mediacom,notebook,4,windows,1.35,0,1,165.6321180513006,other intel processer,0,0,32,intel
lenovo,notebook,6,windows,2.8,0,0,106.11306214269258,intel core i7,128,1024,0,nvidia
hp,notebook,6,windows,1.91,0,1,141.21199808219862,amd processer,128,0,0,amd
dell,notebook,4,windows,2.18,0,0,100.45466986113651,intel core i3,0,1024,0,amd
acer,2 in 1 convertible,4,windows,1.25,1,1,189.90579052433606,other intel processer,0,0,32,intel
lenovo,notebook,4,windows,2.05,0,0,141.21199808219862,intel core i3,128,0,0,intel
hp,ultrabook,16,windows,1.16,1,1,276.053530085501,other intel processer,512,0,0,intel
lenovo,notebook,8,windows,3.4,0,1,127.33567457123111,intel core i7,256,0,0,nvidia
asus,notebook,8,windows,2.5,0,0,141.21199808219862,intel core i5,128,1024,0,nvidia
dell,ultrabook,8,windows,1.21,1,1,331.2642361026012,intel core i5,128,0,0,intel
dell,notebook,4,windows,1.93,0,0,100.45466986113651,intel core i5,0,500,0,intel
lenovo,notebook,4,windows,2.2,0,0,141.21199808219862,other intel processer,0,500,0,intel
lenovo,notebook,4,windows,2.02,0,0,111.93520355955211,intel core i5,0,500,0,intel
hp,workstation,8,windows,3.14,0,0,106.11306214269258,intel core i5,0,500,0,nvidia
hp,notebook,8,windows,1.94,0,0,111.93520355955211,other intel processer,0,2048,0,intel
hp,notebook,6,windows,1.95,0,1,141.21199808219862,amd processer,256,0,0,amd
lenovo,notebook,8,windows,2.3,0,0,141.21199808219862,intel core i5,256,0,0,intel
lenovo,notebook,4,windows,2.05,0,0,141.21199808219862,intel core i5,0,500,0,intel
mediacom,notebook,4,windows,1.4,0,0,157.3505121487356,other intel processer,32,0,0,intel
toshiba,ultrabook,16,windows,1.24,1,0,157.3505121487356,intel core i7,512,0,0,intel
lenovo,gaming,32,windows,4.6,0,1,127.33567457123111,intel core i7,256,1024,0,nvidia
msi,gaming,16,windows,4.14,0,0,127.33567457123111,intel core i7,512,1024,0,nvidia
dell,notebook,8,other,2.2,0,0,141.21199808219862,intel core i7,256,0,0,amd
mediacom,notebook,4,windows,1.45,0,1,157.3505121487356,other intel processer,32,0,0,intel
dell,notebook,8,windows,1.9,0,0,100.45466986113651,intel core i5,0,500,0,intel
hp,notebook,4,windows,1.49,0,0,165.6321180513006,intel core i3,128,0,0,intel
dell,notebook,16,windows,1.93,0,0,141.21199808219862,intel core i7,256,0,0,nvidia
dell,netbook,4,other,1.26,0,0,135.0942111925629,other intel processer,0,0,16,intel
msi,gaming,16,windows,4.5,0,0,127.33567457123111,intel core i7,128,1024,0,nvidia
hp,gaming,16,windows,3.78,0,1,127.33567457123111,intel core i7,256,1024,0,nvidia
lenovo,ultrabook,12,windows,8.4,0,1,157.3505121487356,intel core i7,256,0,0,intel
lenovo,notebook,12,windows,2.2,1,0,100.45466986113651,intel core i7,0,1024,0,intel
asus,gaming,8,windows,2.73,0,1,127.33567457123111,intel core i5,128,1024,0,nvidia
asus,2 in 1 convertible,8,windows,2.2,1,0,100.45466986113651,intel core i5,0,1024,0,intel
lenovo,notebook,12,windows,2.2,0,0,141.21199808219862,amd processer,512,0,0,amd
dell,2 in 1 convertible,4,windows,1.39,1,0,49.59154588081422,other intel processer,128,0,0,intel
samsung,notebook,16,windows,2.5,0,0,141.21199808219862,intel core i7,128,1024,0,nvidia
lenovo,notebook,4,other,2.8,0,0,127.33567457123111,intel core i3,0,500,0,intel
lenovo,notebook,8,windows,2.29,0,0,100.45466986113651,intel core i3,0,1024,0,intel
lenovo,2 in 1 convertible,8,windows,1.37,1,1,165.6321180513006,intel core i7,512,0,0,intel
lenovo,notebook,8,windows,1.7,0,1,157.3505121487356,intel core i5,256,0,0,intel
dell,2 in 1 convertible,8,windows,1.34,1,0,176.23257360658386,intel core i5,256,0,0,intel
dell,workstation,8,windows,2.06,1,0,141.21199808219862,intel core i7,256,0,0,nvidia
hp,notebook,8,windows,1.84,0,0,141.21199808219862,intel core i7,256,0,0,intel
hp,notebook,4,windows,2.1,0,0,100.45466986113651,intel core i3,0,500,0,intel
acer,notebook,4,windows,1.6,0,0,157.3505121487356,other intel processer,0,0,32,intel
msi,gaming,16,windows,4.14,0,0,127.33567457123111,intel core i7,128,1024,0,nvidia
dell,notebook,4,other,2.18,0,0,100.45466986113651,intel core i3,0,1024,0,amd
msi,gaming,16,windows,1.8,0,0,282.42399616439724,intel core i7,256,2048,0,nvidia
toshiba,notebook,8,windows,2.2,0,1,141.21199808219862,intel core i7,256,0,0,intel
lenovo,notebook,6,windows,2.4,0,0,141.21199808219862,intel core i5,0,1024,0,intel
lenovo,2 in 1 convertible,8,windows,2.0,1,1,141.21199808219862,intel core i7,256,0,0,intel
acer,notebook,4,windows,1.6,0,0,111.93520355955211,other intel processer,0,0,128,intel
lenovo,notebook,32,windows,2.5,0,1,282.42399616439724,other intel processer,1024,0,0,nvidia
dell,gaming,16,windows,2.59,0,0,141.21199808219862,intel core i7,0,1024,0,nvidia
dell,notebook,4,other,2.18,0,0,100.45466986113651,intel core i3,0,1024,0,intel
dell,notebook,4,other,2.25,0,0,100.45466986113651,intel core i3,0,1024,0,intel
dell,notebook,4,other,1.93,0,0,100.45466986113651,intel core i5,0,500,0,intel
asus,gaming,8,windows,3.0,0,0,127.33567457123111,intel core i7,128,1024,0,nvidia
hp,ultrabook,8,windows,1.84,0,0,141.21199808219862,intel core i7,512,0,0,intel
msi,gaming,16,windows,2.94,0,0,141.21199808219862,intel core i7,256,1024,0,nvidia
acer,2 in 1 convertible,4,other,1.25,1,1,135.0942111925629,other intel processer,0,0,32,intel
hp,notebook,8,windows,2.31,0,0,111.93520355955211,intel core i5,256,0,0,intel
lenovo,notebook,8,windows,1.65,0,0,157.3505121487356,intel core i5,256,0,0,intel
dell,notebook,4,windows,2.2,0,0,141.21199808219862,intel core i5,0,1024,0,amd
fujitsu,notebook,8,windows,2.2,0,0,100.45466986113651,intel core i5,256,0,0,intel
hp,notebook,4,windows,1.88,0,0,100.45466986113651,intel core i5,0,500,0,intel
mediacom,notebook,2,windows,1.4,0,0,157.3505121487356,other intel processer,0,0,32,intel
lenovo,notebook,4,other,2.2,0,0,141.21199808219862,intel core i5,128,0,0,intel
asus,2 in 1 convertible,6,windows,1.5,1,0,165.6321180513006,intel core i5,0,1024,0,intel
asus,ultrabook,16,windows,11.1,0,0,157.3505121487356,intel core i7,512,0,0,intel
dell,gaming,16,windows,2.62,0,0,141.21199808219862,intel core i7,256,1024,0,nvidia
lenovo,notebook,4,windows,1.8,0,0,141.21199808219862,intel core i5,256,0,0,intel
